timestamp,well_id,pressure_psi,temp_c,flow_rate_bpd,vibration_g,pump_speed_rpm,oil_quality,gas_oil_ratio,valve_position_pct,annulus_pressure_psi,pump_efficiency,tubing_temp_c,water_injection_bpd,h2s_ppm,co2_pct,anomaly_label,anomaly_type,severity,recommended_action,reward_if_detected,delta_pressure_annulus
2025-08-19 18:11:19,well_018,250.08229930643148,92.52118758977892,1016.8142899512644,0.7506876768066847,986.1520145156461,0.8006019396262634,270.89328516300696,80.11253051351478,54.85368603102074,0.8622944382109292,84.67897998725928,453.7956876774886,74.0703659372719,0.7258292456968757,0,normal,0.0,none,0.0,195.22861327541074
2025-08-15 01:16:53,well_042,268.1997325326553,90.66891337130625,865.3558476961459,0.8396812041714209,1305.9816271983411,0.9208796229101057,268.87960440062295,85.61367408636399,53.005435245215644,0.8170506143142326,66.31426630896364,579.921757791739,15.188147474264547,0.2463609618101555,0,normal,0.0,none,0.0,215.19429728743964
2025-08-06 04:38:39,well_008,253.67392600255937,71.25426891849882,1129.9225302804284,0.9803565481871357,1377.4353026273118,0.8175364922785592,101.95813590003507,80.75999993023022,50.15106996815955,0.7894430270350108,83.29572063382095,638.9877122204109,61.80475916913614,1.8618290860255549,0,normal,0.0,none,0.0,203.5228560343998
2025-08-15 05:27:28,well_015,315.9633075539662,89.76574703434957,582.8848028437654,0.6703185251706819,1515.506721326359,0.7776452490996478,228.98398892845358,78.02400778742467,50.63604097162632,0.8715743641522984,61.84542109233525,438.51826040716594,42.047389426142644,3.569339472792437,0,normal,0.0,none,0.0,265.3272665823399
2025-08-14 13:32:39,well_010,263.9665786376222,78.05734055536786,1076.7766002331957,1.1400375595445815,1254.6226425358182,0.7415054236986952,76.03277261564214,76.12595210502624,41.43649476981335,0.8411765130760518,76.72148651486718,538.542001024906,65.0347526956048,2.7891172976682497,0,normal,0.0,none,0.0,222.53008386780886
2025-08-20 00:31:31,well_034,333.3756992731006,90.76319974880224,1112.2202867716169,1.952630246207623,1686.1876511805654,0.9116524642740833,191.4011859093319,76.2878617358497,47.201796718080935,0.8006570488754992,63.55175949616175,693.7998294716263,65.74346364918605,2.3264145436833203,0,normal,0.0,none,0.0,286.1739025550197
2025-08-02 17:28:34,well_029,304.1465464219001,61.2017075841731,895.7816593291373,1.555419525397007,1679.2072704091875,0.8266852540326789,118.69401305818747,66.61185868019625,47.042024987911255,0.8758083227387601,77.45633161055056,457.73115456480195,19.85123200425143,3.1344230240197546,0,normal,0.0,none,0.0,257.10452143398885
2025-08-16 14:34:52,well_014,294.48102243791016,81.04607990873878,671.0545374040428,2.480770085416884,831.0917440473675,0.7770281508848417,230.32030102876155,76.92945998327589,48.967366947854444,0.8471645652288773,58.919284974615316,265.5868853487208,53.997916131099615,2.7798139580178614,0,normal,0.0,none,0.0,245.51365549005573
2025-08-20 02:10:53,well_042,272.76460088902854,92.50499988510552,866.3850057801577,0.5357828815194179,1260.8941755549906,0.9611418885501838,269.97592829016236,81.95713075128238,45.34872772069505,0.8439215884177281,64.7035662628793,567.8509395436661,16.213405043792953,0.5361865608091513,0,normal,0.0,none,0.0,227.4158731683335
2025-08-02 07:36:40,well_009,250.86529606485422,79.12698443756557,844.8475633510141,0.845111463389587,844.4055572433257,0.7146592510904484,304.71655426575774,80.4529121310723,53.20129238630212,0.8987905080954438,84.52010224063518,742.595150823689,22.3028307796661,4.77613071036572,0,normal,0.0,none,0.0,197.6640036785521
2025-08-09 06:01:11,well_015,318.09130471276353,86.5868003586688,564.5236831865286,0.6172735546120871,1504.335756836991,0.795950928424012,204.44169057497092,93.14167128639886,40.176738579953394,0.8197729128971092,60.52221745134361,414.9270156229714,41.45422939791618,3.146044572425259,0,normal,0.0,none,0.0,277.91456613281014
2025-08-23 11:07:03,well_031,347.3392678990834,82.49627406260139,1021.2836301066106,1.2006830929995298,1219.8137218673096,0.7528139623396779,279.45816456260866,83.27757567897851,55.03306908955415,0.9127300638462008,72.23792999033105,559.1334258162116,65.57837072470258,2.128577105196886,0,normal,0.0,none,0.0,292.30619880952923
2025-08-16 19:37:18,well_048,313.5009085056923,81.28158220783641,101.41964920229249,2.2757033883261935,1108.1271192620302,0.9749240456514855,269.5419865006082,80.19763652658139,46.861148467668045,0.6346313604030107,89.79149910496129,488.1283610507479,71.70350361250911,4.309760476738207,1,pump_failure,0.211,dispatch_maintenance,24.66,266.63976003802424
2025-08-17 23:03:23,well_032,320.80421507505855,83.8811044533758,997.0418782768007,1.270399448812251,1199.3560987781455,0.7694517193413198,241.24108423723615,82.130642689814,52.36134634235503,0.8065018487654724,77.13165238642702,402.71160558934076,79.7683788018866,0.6627123906215464,0,normal,0.0,none,0.0,268.4428687327035
2025-08-12 23:57:24,well_025,277.5433217593345,83.52644726786987,701.6074912003394,2.287771582192458,1358.2639625292422,0.7464117365299715,106.19974668197649,85.15881034738807,48.27929137308181,0.8485400428710137,72.44074680121237,781.2792647618278,57.75934323661495,2.7561377904122244,0,normal,0.0,none,0.0,229.2640303862527
2025-08-19 02:25:09,well_008,264.10719702143365,72.10707764246133,1055.8318109230706,0.9176469795967336,1416.7077816338851,0.8302500712605141,108.01380107494447,91.47826951989632,53.21520595854764,0.8036094219115313,81.02431426827143,608.5671536943728,51.273247642526655,1.6313388427969553,0,normal,0.0,none,0.0,210.891991062886
2025-08-02 17:54:29,well_015,318.8499137843883,86.80059343295581,580.7029534636114,0.6312309617385001,1483.794684158603,0.7769081576466389,210.46074419866994,81.00048559212037,51.11709536361812,0.8857088332337821,61.33369481135007,458.24283321671277,36.767697899962975,3.3900268034725314,0,normal,0.0,none,0.0,267.7328184207702
2025-08-30 19:01:52,well_020,267.89586903674933,93.95397935023672,849.6665756955235,1.6542254318885121,1306.8616287093932,0.7144148361535284,122.74454286672963,76.43953528473548,51.56843473505925,0.8602398042347962,90.80761036910859,806.6998265962831,16.75970957633099,5.283060341409049,0,normal,0.0,none,0.0,216.3274343016901
2025-08-22 03:43:21,well_016,284.94971106359117,78.30398727654133,731.2515514386035,0.8192126753149385,876.5966197275333,0.8247311148963258,150.70627968795608,83.50902361071927,55.48845355676656,0.8354340368510907,72.61264927844047,332.4114350358572,50.258451211096606,4.5163816636474055,0,normal,0.0,none,0.0,229.4612575068246
2025-08-25 11:26:04,well_046,312.648425681112,77.1854310840623,968.4299390185889,1.7033865161533552,947.2738008498936,0.8756355950390615,79.23765216425083,75.6824321273117,51.04594940308211,0.8543355052126537,83.69619481823996,762.9345895983993,33.829966585941044,2.251639931418342,0,normal,0.0,none,0.0,261.6024762780299
2025-08-30 16:34:58,well_016,305.72594607109335,76.78664454058973,739.5436435029656,0.471924541563185,882.9504647896892,0.8017026155867103,139.84773593664679,81.33307104153312,47.88968975909698,0.8159028896986688,72.56604154499772,283.9967544369054,62.215195270504196,4.32121658134836,0,normal,0.0,none,0.0,257.83625631199635
2025-08-07 17:56:38,well_042,257.0834060824348,91.41759969517072,948.6315199310571,0.9136486392730756,1232.4426839348985,0.9112613409899045,278.5946940674367,80.76043820214547,49.39362843760837,0.7752936240576993,63.2362657112651,623.701014766114,14.604365001448276,1.2472382274338685,0,normal,0.0,none,0.0,207.68977764482645
2025-08-14 22:06:47,well_048,304.146083562694,79.3149789245485,488.4474771814333,0.6625308322952359,1367.3422097593502,0.9456721757490522,258.5183181956454,80.14761285959057,48.54172437410765,0.8688715292292861,88.3105590687437,474.54002905040005,65.49205512345242,4.7861313670470365,0,normal,0.0,none,0.0,255.60435918858636
2025-08-29 10:59:16,well_043,306.36388475364146,84.75284056128389,1054.8132443072875,1.0516423131241663,791.9834980382791,0.8297580176459761,48.979584153967735,68.18724757995827,48.08827081250021,0.8644671204619943,59.99226918706215,344.63744416560377,36.86217116837025,1.7640017745780665,0,normal,0.0,none,0.0,258.2756139411413
2025-08-15 20:13:10,well_007,321.95839480891914,76.73812937695493,679.7277379640547,0.6757929404714951,1289.9052185158407,0.878494535596931,128.51275368976698,78.88435946102484,53.28274062127163,0.8511317552479877,57.133372248254666,528.6249312227167,81.58476565283559,3.7808465576711425,0,normal,0.0,none,0.0,268.6756541876475
2025-08-30 18:18:40,well_032,315.9490505602226,83.72704325630559,1058.578227854957,1.2934266258293106,1171.5668124332335,0.7828841630312616,253.97078077105581,80.22257983577549,50.934441697096126,0.7888271949046208,76.96649099400881,392.6193420957517,70.74313644038688,0.39185470479872103,0,normal,0.0,none,0.0,265.01460886312645
2025-08-06 21:21:00,well_008,257.07548022045717,70.33370691705886,1146.8602702214255,1.0952060420751344,1413.1101873429213,0.7811161214989919,105.61307152825033,80.84517936140749,48.62027650382069,0.8896527044279864,83.2693135753043,643.600921668866,52.78159871736353,1.3068514479763627,0,normal,0.0,none,0.0,208.45520371663648
2025-08-25 17:33:18,well_033,332.54166723832856,95.45146700136968,389.87965172961657,5.250003655655534,625.7028556872874,0.7712076329309286,227.95390162855134,77.9916274874929,44.4819568305926,0.6463919079625754,64.95604471791962,214.07143091527738,56.83977985848544,1.9353922289537548,1,pump_failure,0.193,dispatch_maintenance,23.58,288.05971040773596
